"label","url"
http://www.statsbiblioteket.dk/doms/shard/uuid:f74fefd2-52ce-46a9-81d6-8862f6e38a39,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080509055601_20080510025001_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:9c2abae6-b37c-45ac-a324-6fc7fa3b7118,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080508055601_20080509015601_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:1d2fa670-29a7-4a9d-9975-eb29155e139e,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080504065603_20080505021002_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:387853a0-87f0-454b-a269-35a66ab6a709,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20101022045601_20101023045501_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:49f719a5-ba0d-44f8-a9f7-9d552f85bc5e,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080506055601_20080507014001_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:71bce6e5-aeec-42a8-b770-e2d4162f5b7e,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20080509045602_20080510045501_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:d9263662-254e-4b3d-8306-dd1c700d93b7,http://bitfinder.statsbiblioteket.dk/bart/mux2.1287482400-2010-10-19-12.00.00_1287486000-2010-10-19-13.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:be73b195-b23a-4a97-a060-ce1d72921269,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287655200-2010-10-21-12.00.00_1287658800-2010-10-21-13.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:814d9ee6-bfaf-47cc-be09-8095ed2582db,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287802800-2010-10-23-05.00.00_1287806400-2010-10-23-06.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:2b5d8a95-f2a0-4940-886a-de08d4b832ee,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080505055602_20080506023001_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:b93b7a33-07c0-4790-8ad0-ae0b6b46b53d,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20101024045601_20101025045502_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:7bebe599-680a-4c3e-be64-1191afa64c3e,http://bitfinder.statsbiblioteket.dk/bart/tv2d_511.250_K10-TV2-Danmark_mpeg2_20080507045601_20080508045502_encoder1-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:b68b73a3-ce97-4c43-9271-b4be6948b203,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20080508045601_20080509045501_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:313e9bea-cb9b-478d-95fa-9ad60411f8a2,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20080505045601_20080506045501_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:e6314897-29cc-442f-aa60-a76f335e3646,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20101022045601_20101023045501_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:60eec5d9-1ff2-4605-acd5-fa2bd4c4f275,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20080512045601_20080513045503_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:c93bce40-b7c1-4b8c-ad43-87f6f50cb671,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080508055601_20080509015601_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:268298e0-9a26-430e-9859-c0675550a2b0,http://bitfinder.statsbiblioteket.dk/bart/drp1_88.100_DR-P1_pcm_20101025045601_20101026045502_encoder5-2.wav
http://www.statsbiblioteket.dk/doms/shard/uuid:9a45f4cd-179c-413e-a582-3a7bde8af97b,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287918000-2010-10-24-13.00.00_1287921600-2010-10-24-14.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:9a45f4cd-179c-413e-a582-3a7bde8af97b,http://bitfinder.statsbiblioteket.dk/bart/mux1.1287914400-2010-10-24-12.00.00_1287918000-2010-10-24-13.00.00_dvb1-1.ts
http://www.statsbiblioteket.dk/doms/shard/uuid:92c70973-923a-41b8-9cd6-2ef5b47655f1,http://bitfinder.statsbiblioteket.dk/bart/kanal4_639.250_K42-Kanal4_mpeg1_20080510195601_20080510230601_encoder7-1.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:12443cad-879c-40eb-8f21-da2f2c6f5931,http://bitfinder.statsbiblioteket.dk/bart/dr1_196.250_K11-DR1_mpeg2_20080507055601_20080508021001_encoder2-2.mpeg
http://www.statsbiblioteket.dk/doms/shard/uuid:a1df6b49-14d2-48be-8a89-8066b905fe5c,http://bitfinder.statsbiblioteket.dk/bart/tv2d_511.250_K10-TV2-Danmark_mpeg2_20080510045601_20080511045501_encoder1-2.mpeg
